TITULO,FECHA,URL
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú hoy, jueves 18 de mayo: Revisa a cómo se cotiza el tipo de cambio en las apps gratuitas",18/05/2023 15H29,https://elcomercio.pe/economia/mercados/precio-del-dolar-peru-tipo-de-cambio-18-de-mayo-2023-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
"Dólar en Perú cerró a la baja hoy, viernes 16 de diciembre del 2022",16/12/2022 17H00,https://elcomercio.pe/economia/mercados/precio-dolar-en-peru-hoy-tipo-de-cambio-este-viernes-16-de-diciembre-compra-y-venta-dolares-a-soles-dolar-de-hoy-bcr-banco-central-de-reserva-rmmn-noticia/
